Census_year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading_name,Business_address,Number of patrons,Longitude,Latitude,Location
2020,804,692410,110484,Novotel Melbourne South Wharf Hotel 7 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Novotel Melbourne South Wharf,Novotel Melbourne South Wharf Hotel 7 Convention Centre Place SOUTH WHARF VIC 3006,50,144.95232,-37.82543,"-37.82543, 144.95232"
2020,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,Munich Brau Haus,45 South Wharf Promenade SOUTH WHARF VIC 3006,1100,144.95061,-37.82411,"-37.82411, 144.95061"
2020,804,110988,110988,29-65 South Wharf Promenade SOUTH WHARF VIC 3006,Southbank,The General Assembly,29 South Wharf Promenade SOUTH WHARF VIC 3006,610,144.95061,-37.82411,"-37.82411, 144.95061"
2020,806,110343,640947,Crown Casino Retail Precinct 27-45 Whiteman Street SOUTHBANK VIC 3006,Southbank,Kingpin Bowling Crown / Playtime,"Shop 120, Gnd & Mezz 27 Whiteman Street SOUTHBANK VIC 3006",347,144.95844,-37.8254,"-37.8254, 144.95844"
2020,813,110349,110349,1-23 City Road SOUTHBANK VIC 3006,Southbank,Testing Ground,1-23 City Road SOUTHBANK VIC 3006,500,144.96752,-37.82138,"-37.82138, 144.96752"
2020,1101,108973,108973,Southern Cross Station 85-161 Spencer Street DOCKLANDS VIC 3008,Docklands,Network Public Bar & Pizzeria,"Shop 4-5, Ground 99 Spencer Street DOCKLANDS VIC 3008",325,144.95223,-37.81841,"-37.81841, 144.95223"
2020,1104,576024,576023,Site One 747-757 Bourke Street DOCKLANDS VIC 3008,Docklands,The Nixon Hotel,749 Bourke Street DOCKLANDS VIC 3008,320,144.94799,-37.81938,"-37.81938, 144.94799"
2020,1105,640970,640970,14-24 Batmans Hill Drive DOCKLANDS VIC 3008,Docklands,Hightail,"Tenancy 40, LwrGround 18 Batmans Hill Drive DOCKLANDS VIC 3008",900,144.94982,-37.82131,"-37.82131, 144.94982"
2020,1110,593739,593739,O'Brien Icehouse 99-127 Pearl River Road DOCKLANDS VIC 3008,Docklands,Igloo Cafe & St Moritz Bar,Part Ground & Pt Mezzanine 1 105 Pearl River Road DOCKLANDS VIC 3008,100,144.93563,-37.81214,"-37.81214, 144.93563"
2020,2530,616125,616125,RSL 25-27 Rankins Road KENSINGTON VIC 3031,Kensington,Flemington & Kensington RSL Club,RSL 25-27 Rankins Road KENSINGTON VIC 3031,90,144.9322,-37.78932,"-37.78932, 144.9322"
2020,2538,616156,616156,40-48 Stubbs Street KENSINGTON VIC 3031,Kensington,Bonehead Brewing,86 Parsons Street KENSINGTON VIC 3031,80,144.93519,-37.79045,"-37.79045, 144.93519"
2021,6,578321,573333,Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Icebar Melbourne,"Tenancy 15, Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000",166,144.96994,-37.81778,"-37.81778, 144.96994"
2021,6,578324,573333,"Tenancy 29, Transport Federation Square 2 Swanston Street MELBOURNE VIC 3000",Melbourne (CBD),Transit Rooftop Bar,"Tenancy 29, Level 2 2 Swanston Street MELBOURNE VIC 3000",200,144.96994,-37.81778,"-37.81778, 144.96994"
2021,11,103984,103984,566-580 Flinders Street MELBOURNE VIC 3000,Melbourne (CBD),Ubar,8 Spencer Street MELBOURNE VIC 3000,128,144.95534,-37.82071,"-37.82071, 144.95534"
2021,11,105295,105295,509 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),The Q,Restaurant 509 Flinders Lane MELBOURNE VIC 3000,150,144.95689,-37.81963,"-37.81963, 144.95689"
2021,12,105401,105401,14-20 King Street MELBOURNE VIC 3000,Melbourne (CBD),Spearmint Rhino Gentlemen's Club,Gnd & Flr1 20 King Street MELBOURNE VIC 3000,660,144.95771,-37.81978,"-37.81978, 144.95771"
2021,16,108532,108532,Cavendish House Apartments 27-37 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Whiskey Den,"Lot 2B, Ground 27 Russell Street MELBOURNE VIC 3000",40,144.96925,-37.81599,"-37.81599, 144.96925"
2021,17,103592,103592,11-37 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),The Fair Trader Cafe,Part Ground 11 Exhibition Street MELBOURNE VIC 3000,118,144.97173,-37.81546,"-37.81546, 144.97173"
2021,17,103926,103926,125-127 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),GoGo Bar,Basement 125 Flinders Lane MELBOURNE VIC 3000,300,144.9704,-37.81569,"-37.81569, 144.9704"
2021,17,103928,103928,133-135 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Meatball & Wine Bar,Ground 135 Flinders Lane MELBOURNE VIC 3000,110,144.97016,-37.81574,"-37.81574, 144.97016"
2021,22,105394,105394,62-66 King Street MELBOURNE VIC 3000,Melbourne (CBD),KSR Art Bar,Level 1 62-66 King Street MELBOURNE VIC 3000,240,144.95715,-37.81874,"-37.81874, 144.95715"
2021,27,541562,102071,Grand Hyatt Hotel Gnd to Level 29 121-131 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),RU-CO,Part UprGround 121-131 Collins Street MELBOURNE VIC 3000,400,144.96981,-37.81512,"-37.81512, 144.96981"
2021,27,597183,102071,Grand Hyatt Melbourne Retail 121-131 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Spice Market,Part LwrGround 121-131 Collins Street MELBOURNE VIC 3000,800,144.96981,-37.81512,"-37.81512, 144.96981"
2021,33,108064,108064,85-91 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),The Black Rabbit,Basement 85 Queen Street MELBOURNE VIC 3000,230,144.96102,-37.8165,"-37.8165, 144.96102"
2021,33,108067,108067,103-105 Queen Street MELBOURNE VIC 3000,Melbourne (CBD),Chaise Lounge,Basement 105 Queen Street MELBOURNE VIC 3000,140,144.96081,-37.81615,"-37.81615, 144.96081"
2021,35,105919,105919,267 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Bar Americano,20 Presgrave Place MELBOURNE VIC 3000,10,144.9656,-37.81483,"-37.81483, 144.9656"
2021,37,709874,102161,101-107 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Handpicked Urban Cellar Door Melbourne,8 Benson Walk MELBOURNE VIC 3000,353,144.97069,-37.81364,"-37.81364, 144.97069"
2021,41,105948,105948,582-584 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Saint & Rogue,582-584 Little Collins Street MELBOURNE VIC 3000,300,144.95535,-37.81742,"-37.81742, 144.95535"
2021,43,101154,101154,RACV Building 483-501 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),RACV City Club / Royal Automobile Club Of Victoria (RACV) Limited,501 Bourke Street MELBOURNE VIC 3000,150,144.95958,-37.81589,"-37.81589, 144.95958"
2021,45,105960,105960,The Hub Arcade 318-322 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),New Guernica,Level 2 318-322 Little Collins Street MELBOURNE VIC 3000,380,144.96401,-37.81489,"-37.81489, 144.96401"
2021,46,101133,101133,209-215 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Lychee Entertainment,Level 1-2 215 Bourke Street MELBOURNE VIC 3000,150,144.9673,-37.81328,"-37.81328, 144.9673"
2021,46,101136,101136,231-233 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Comedy Republic,Level 1 - 2 231 Bourke Street MELBOURNE VIC 3000,150,144.96684,-37.81344,"-37.81344, 144.96684"
2021,46,105963,105963,Council House 196-212 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),The Luwow,212 Little Collins Street MELBOURNE VIC 3000,50,144.96715,-37.8139,"-37.8139, 144.96715"
2021,46,108536,108536,115-127 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),The Crafty Squire,115-127 Russell Street MELBOURNE VIC 3000,414,144.96815,-37.81368,"-37.81368, 144.96815"
2021,48,101109,101109,39-43 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Spleen Central,41 Bourke Street MELBOURNE VIC 3000,100,144.97205,-37.81194,"-37.81194, 144.97205"
2021,48,103626,103626,114-122 Exhibition Street MELBOURNE VIC 3000,Melbourne (CBD),European Bier Cafe,114-122 Exhibition Street MELBOURNE VIC 3000,550,144.9712,-37.81286,"-37.81286, 144.9712"
2021,48,105968,105968,62-66 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Magic Mountain Saloon,62-66 Little Collins Street MELBOURNE VIC 3000,285,144.97144,-37.81281,"-37.81281, 144.97144"
2021,48,503031,503031,19-23 Meyers Place MELBOURNE VIC 3000,Melbourne (CBD),Loop Project Space & Bar,Ground 19-23 Meyers Place MELBOURNE VIC 3000,152,144.97211,-37.81215,"-37.81215, 144.97211"
2021,54,104653,104653,21-25 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Campari House,21-25 Hardware Lane MELBOURNE VIC 3000,326,144.96131,-37.81409,"-37.81409, 144.96131"
2021,55,101194,101194,314-336 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Mural Hall,Part Level 6 314-336 Bourke Street MELBOURNE VIC 3000,900,144.96383,-37.81345,"-37.81345, 144.96383"
2021,57,101214,101214,146-150 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),FM Karaoke Bar,Pt Gnd & Levels 1-2 146 Bourke Street MELBOURNE VIC 3000,100,144.96874,-37.81235,"-37.81235, 144.96874"
2021,58,101236,101236,12 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Angel Music Bar,12 Bourke Street MELBOURNE VIC 3000,125,144.97251,-37.81125,"-37.81125, 144.97251"
2021,61,105308,105308,203-207 King Street MELBOURNE VIC 3000,Melbourne (CBD),Bar Humbug,586 Little Bourke Street MELBOURNE VIC 3000,30,144.95497,-37.81539,"-37.81539, 144.95497"
2021,64,105700,105700,359-363 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Whitehart,Rear 359 Lonsdale Street MELBOURNE VIC 3000,200,144.96188,-37.81275,"-37.81275, 144.96188"
2021,65,105875,105875,Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Penny Blue,2 Driver Lane MELBOURNE VIC 3000,85,144.96313,-37.81293,"-37.81293, 144.96313"
2021,66,105691,105691,209-211 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Boilermaker House,209-211 Lonsdale Street MELBOURNE VIC 3000,180,144.96626,-37.81143,"-37.81143, 144.96626"
2021,66,109390,109390,264-266 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Goldilocks,Rooftop 264 Swanston Street MELBOURNE VIC 3000,60,144.96515,-37.81181,"-37.81181, 144.96515"
2021,67,102199,102199,16-20 Corrs Lane MELBOURNE VIC 3000,Melbourne (CBD),Euro House / Pulp Club,Ground 16-20 Corrs Lane MELBOURNE VIC 3000,200,144.96839,-37.81113,"-37.81113, 144.96839"
2021,67,102200,102200,12-14 Corrs Lane MELBOURNE VIC 3000,Melbourne (CBD),Fad Gallery,Gnd & Flr1 14 Corrs Lane MELBOURNE VIC 3000,80,144.96843,-37.81123,"-37.81123, 144.96843"
2021,67,108581,108581,226-236 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Heartbreaker,234A Russell Street MELBOURNE VIC 3000,166,144.96764,-37.81098,"-37.81098, 144.96764"
2021,71,105318,105318,Hotel Sophia 277-287 King Street MELBOURNE VIC 3000,Melbourne (CBD),Hotel Sophia,Hotel Sophia 277-287 King Street MELBOURNE VIC 3000,116,144.9542,-37.81368,"-37.81368, 144.9542"
2021,74,104662,104662,106-112 Hardware Street MELBOURNE VIC 3000,Melbourne (CBD),Mjolner Melbourne,"Unit 1, 106-112 Hardware Street MELBOURNE VIC 3000",200,144.96068,-37.81214,"-37.81214, 144.96068"
2021,77,108573,108573,270 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Melbourne Whisky Room,Level 1 270A Russell Street MELBOURNE VIC 3000,50,144.96716,-37.81011,"-37.81011, 144.96716"
2021,78,110724,580091,17 Casselden Place MELBOURNE VIC 3000,Melbourne (CBD),Little Lon Distilling Co.,17 Casselden Place MELBOURNE VIC 3000,20,144.97073,-37.8092,"-37.8092, 144.97073"
2021,84,103207,103207,315-323 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),The Meeting Place,"Gnd, Bmt & Level 2 315-321 Elizabeth Street MELBOURNE VIC 3000",250,144.96146,-37.81122,"-37.81122, 144.96146"
2021,85,102597,102597,2-20 Drewery Place MELBOURNE VIC 3000,Melbourne (CBD),Baroq House,Gnd & Bmt 2 Drewery Place MELBOURNE VIC 3000,303,144.96397,-37.8113,"-37.8113, 144.96397"
2021,85,109302,109302,281-287 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Mui Karaoke,Level 2 258 Lonsdale Street MELBOURNE VIC 3000,243,144.96436,-37.81143,"-37.81143, 144.96436"
2021,87,106059,106059,100 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Gami Training Centre,100 Little Lonsdale Street MELBOURNE VIC 3000,73,144.96872,-37.80914,"-37.80914, 144.96872"
2021,115,103300,103300,452-472 Elizabeth Street MELBOURNE VIC 3000,Melbourne (CBD),Chef David,"Shop 102, Level 1 458 Elizabeth Street MELBOURNE VIC 3000",189,144.96062,-37.80784,"-37.80784, 144.96062"
2021,115,104103,104103,Mac's Hotel 34-38 Franklin Street MELBOURNE VIC 3000,Melbourne (CBD),Captain Melville,Mac's Hotel 34-38 Franklin Street MELBOURNE VIC 3000,355,144.96162,-37.80752,"-37.80752, 144.96162"
2021,131,108844,108844,Crowne Plaza 1-5 Spencer Street DOCKLANDS VIC 3008,Docklands,Crowne Plaza Melbourne,Crowne Plaza 1-5 Spencer Street DOCKLANDS VIC 3008,84,144.95502,-37.82267,"-37.82267, 144.95502"
2021,207,106142,106142,291-299 Lygon Street CARLTON VIC 3053,Carlton,Johnny's Green Room,Rooftop 293 Lygon Street CARLTON VIC 3053,200,144.96704,-37.79839,"-37.79839, 144.96704"
2021,214,106186,106186,414-422 Lygon Street CARLTON VIC 3053,Carlton,Green Man's Arms,414-422 Lygon Street CARLTON VIC 3053,120,144.96781,-37.79695,"-37.79695, 144.96781"
2021,242,104461,104461,Prince Alfred Hotel 191-197 Grattan Street CARLTON VIC 3053,Carlton,The Prince Alfred Rooftop and Bar,Prince Alfred Hotel 191-197 Grattan Street CARLTON VIC 3053,492,144.96221,-37.80046,"-37.80046, 144.96221"
2021,255,101593,101593,Lincoln Hotel 91-95 Cardigan Street CARLTON VIC 3053,Carlton,Hotel Lincoln,Lincoln Hotel 91 Cardigan Street CARLTON VIC 3053,154,144.96451,-37.80449,"-37.80449, 144.96451"
2021,267,106251,106251,66-88 Lygon Street CARLTON VIC 3053,Carlton,Lord Lygon Wine Shop,Part Ground 66 Lygon Street CARLTON VIC 3053,80,144.96657,-37.8053,"-37.8053, 144.96657"
2021,327,102352,102352,171-173 Curzon Street NORTH MELBOURNE VIC 3051,North Melbourne,Albion Hotel,171-173 Curzon Street NORTH MELBOURNE VIC 3051,100,144.94855,-37.7989,"-37.7989, 144.94855"
2021,362,109843,109843,232-238 Victoria Street MELBOURNE VIC 3000,North Melbourne,The Last Chance Rock & Roll Bar,238 Victoria Street MELBOURNE VIC 3000,180,144.95859,-37.80593,"-37.80593, 144.95859"
2021,369,103507,103507,Court House Hotel 86-90 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Court House Hotel,Court House Hotel 86-90 Errol Street NORTH MELBOURNE VIC 3051,50,144.94996,-37.80288,"-37.80288, 144.94996"
2021,419,108876,108876,McMahon's Hotel 573-579 Spencer Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),McMahons Hotel,McMahon's Hotel 573-579 Spencer Street WEST MELBOURNE VIC 3003,160,144.94699,-37.80741,"-37.80741, 144.94699"
2021,423,109714,109714,345 Victoria Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Benchwarmer,Ground 345 Victoria Street WEST MELBOURNE VIC 3003,90,144.94996,-37.80546,"-37.80546, 144.94996"
2021,424,109709,109709,313 Victoria Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Westwood Coffee & Wine,Ground 313 Victoria Street WEST MELBOURNE VIC 3003,50,144.95109,-37.80557,"-37.80557, 144.95109"
2021,441,108856,108856,Hotel Spencer 475-477 Spencer Street WEST MELBOURNE VIC 3003,West Melbourne (Residential),Hotel Spencer Bar & Grill,Ground 475 Spencer Street WEST MELBOURNE VIC 3003,150,144.94925,-37.80957,"-37.80957, 144.94925"
2021,710,108617,108617,Royce Hotel 375-385 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Dish / Royce Hotel,Royce Hotel 375-385 St Kilda Road MELBOURNE VIC 3004,120,144.97554,-37.83508,"-37.83508, 144.97554"
2021,730,110401,110401,334-342 City Road SOUTHBANK VIC 3006,Southbank,Urban Central Accommodation,Pt Ground & Levels 1-5 334-342 City Road SOUTHBANK VIC 3006,290,144.95735,-37.82784,"-37.82784, 144.95735"
2021,753,110606,110380,Southgate 3 Southgate Avenue SOUTHBANK VIC 3006,Southbank,P J O'Briens Irish Pub & Side Bar,"Shop 12-16, Ground 3 Southgate Avenue SOUTHBANK VIC 3006",549,144.9663,-37.82072,"-37.82072, 144.9663"
2021,801,110335,110335,1-9 Southbank Boulevard SOUTHBANK VIC 3006,Southbank,Left Bank Melbourne,Part Ground 1 Southbank Boulevard SOUTHBANK VIC 3006,400,144.96287,-37.82104,"-37.82104, 144.96287"
2021,803,111175,110477,Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,The Pub at Crown,Part Casino 8 Whiteman Street SOUTHBANK VIC 3006,650,144.95833,-37.82316,"-37.82316, 144.95833"
2021,803,597190,110477,Crown Towers Hotel 8 Whiteman Street SOUTHBANK VIC 3006,Southbank,Club 23,Restaurant Crown Towers Hotel Crown Casino 8 Whiteman Street SOUTHBANK VIC 3006,450,144.95833,-37.82316,"-37.82316, 144.95833"
2021,804,623559,110484,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Pan Pacific Melbourne,Pan Pacific Melbourne 2 Convention Centre Place SOUTH WHARF VIC 3006,60,144.95232,-37.82543,"-37.82543, 144.95232"
2021,807,108054,108054,1-25 Whiteman Street SOUTHBANK VIC 3006,Southbank,Mesh,Part Ground 1-25 Whiteman Street SOUTHBANK VIC 3006,300,144.96002,-37.82398,"-37.82398, 144.96002"
2021,1101,108845,108845,Grand Central Apartments 33-71 Spencer Street DOCKLANDS VIC 3008,Docklands,Gaylord Indian Restaurant,Restaurant 33 Spencer Street DOCKLANDS VIC 3008,199,144.9542,-37.82018,"-37.82018, 144.9542"
2021,1110,620312,593737,NW Building 23-37 Star Crescent DOCKLANDS VIC 3008,Docklands,Urban Alley Brewery,Shop G09 12 Star Circus DOCKLANDS VIC 3008,700,144.938,-37.81329,"-37.81329, 144.938"
2021,2530,616125,616125,RSL 25-27 Rankins Road KENSINGTON VIC 3031,Kensington,Flemington & Kensington RSL Club,RSL 25-27 Rankins Road KENSINGTON VIC 3031,90,144.9322,-37.78932,"-37.78932, 144.9322"
2002,15,109257,109257,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),Young & Jackson,1-7 Swanston Street MELBOURNE 3000,450,144.96571,-37.81899,"-37.81899, 144.96571"
2002,16,103938,103938,187 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Adelphi Hotel,187 Flinders Lane MELBOURNE 3000,80,144.96706,-37.818,"-37.818, 144.96706"
2002,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Velour,"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",350,144.9692,-37.81731,"-37.81731, 144.9692"
2002,56,101207,101207,184-186 Bourke Street MELBOURNE 3000,Melbourne (CBD),Hollywood Karaoke Bar,"Level 1, 184-186 Bourke Street MELBOURNE 3000",150,144.96637,-37.81431,"-37.81431, 144.96637"
2002,67,103605,103605,231-233 Exhibition Street MELBOURNE 3000,Melbourne (CBD),The Sen Bar,231-233 Exhibition Street MELBOURNE 3000,120,144.9682,-37.81215,"-37.81215, 144.9682"
2002,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Mai Tai Restaurant,Part 234 Russell Street MELBOURNE 3000,170,144.96633,-37.81262,"-37.81262, 144.96633"
2002,74,104662,104662,106-112 Hardware Street MELBOURNE 3000,Melbourne (CBD),Pugg Mahones Irish Bar,"Unit 1, 106-112 Hardware Street MELBOURNE 3000",200,144.95937,-37.81377,"-37.81377, 144.95937"
2002,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),La La Land,"Level 1, 391-0 Little Lonsdale Street MELBOURNE 3000",175,144.95903,-37.81351,"-37.81351, 144.95903"
2002,77,108580,108580,244-246 Russell Street MELBOURNE 3000,Melbourne (CBD),Jagulla,"Floor 1, 246 Russell Street MELBOURNE 3000",200,144.96601,-37.81211,"-37.81211, 144.96601"
2002,84,105449,105449,293-299 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Duke of Kent Hotel,293-299 La Trobe Street MELBOURNE 3000,160,144.95919,-37.81245,"-37.81245, 144.95919"
2002,105,103301,103301,442-450 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Melbourne International Backpackers,442-450 Elizabeth Street MELBOURNE 3000,365,144.95954,-37.80995,"-37.80995, 144.95954"
2002,115,103293,103293,502-504 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Stork Hotel,502-504 Elizabeth Street MELBOURNE 3000,180,144.95895,-37.80882,"-37.80882, 144.95895"
2002,115,104103,104103,34-38 Franklin Street MELBOURNE 3000,Melbourne (CBD),Mac's Hotel,34-38 Franklin Street MELBOURNE 3000,125,144.96031,-37.80916,"-37.80916, 144.96031"
2002,204,101613,101613,377-391 Cardigan Street CARLTON 3053,Carlton,Clyde Hotel,377 Cardigan Street CARLTON 3053,239,144.96444,-37.79889,"-37.79889, 144.96444"
2002,228,101450,101450,223-227 Canning Street CARLTON 3053,Carlton,Dan O'Connell Hotel,223 Canning Street CARLTON 3053,600,144.97207,-37.79467,"-37.79467, 144.97207"
2002,247,106238,106238,192-202 Lygon Street CARLTON 3053,Carlton,Players On Lygon,"Ground , 192 Lygon Street CARLTON 3053",200,144.96578,-37.80419,"-37.80419, 144.96578"
2002,255,101593,101593,91-95 Cardigan Street CARLTON 3053,Carlton,Lincoln Hotel,91 Cardigan Street CARLTON 3053,50,144.96319,-37.80612,"-37.80612, 144.96319"
2002,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,University House,Grattan Street PARKVILLE 3010,611,144.95991,-37.79839,"-37.79839, 144.95991"
2002,315,100514,100514,204-206 Arden Street NORTH MELBOURNE 3051,North Melbourne,North Melbourne Football Club Social Club,33 Arden Street NORTH MELBOURNE 3051,210,144.94011,-37.80056,"-37.80056, 144.94011"
2002,355,105636,105636,46-50 Leveson Street NORTH MELBOURNE 3051,North Melbourne,Eldorado Hotel,46 Leveson Street NORTH MELBOURNE 3051,400,144.95014,-37.80534,"-37.80534, 144.95014"
2002,361,109842,109842,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Central Club Hotel,240 Victoria Street NORTH MELBOURNE 3051,150,144.95681,-37.80755,"-37.80755, 144.95681"
2002,378,103818,103818,75-79 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Redback Brewery Hotel,75 Flemington Road NORTH MELBOURNE 3051,670,144.95203,-37.80059,"-37.80059, 144.95203"
2002,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,P J O'Briens Irish Pub,3 Southgate Avenue SOUTHBANK 3006,300,144.96499,-37.82234,"-37.82234, 144.96499"
